abs_diff_conv_vs_step,case,seed,step,variant
1.4654943925052066e-13,4,3,50,fullM3
1.4921397450962104e-13,4,3,51,fullM3
1.474376176702208e-13,4,3,52,fullM3
1.496580637194711e-13,4,3,53,fullM3
1.5076828674409626e-13,4,3,54,fullM3
1.509903313490213e-13,4,3,55,fullM3
1.5476508963274682e-13,4,3,56,fullM3
1.5720758028692217e-13,4,3,57,fullM3
1.6475709685437323e-13,4,3,58,fullM3
1.7119639039719914e-13,4,3,59,fullM3
1.8063328610651297e-13,4,3,60,fullM3
1.9095836023552692e-13,4,3,61,fullM3
2.042810365310288e-13,4,3,62,fullM3
2.1938006966593093e-13,4,3,63,fullM3
2.362554596402333e-13,4,3,64,fullM3
2.495781359357352e-13,4,3,65,fullM3
2.6911806116913795e-13,4,3,66,fullM3
2.744471316873387e-13,4,3,67,fullM3
2.9309887850104133e-13,4,3,68,fullM3
3.028688411177427e-13,4,3,69,fullM3
3.1885605267234496e-13,4,3,70,fullM3
3.3306690738754696e-13,4,3,71,fullM3
3.455014052633487e-13,4,3,72,fullM3
3.561595462997502e-13,4,3,73,fullM3
3.6859404417555197e-13,4,3,74,fullM3
3.8813396940895473e-13,4,3,75,fullM3
4.076738946423575e-13,4,3,76,fullM3
4.2366110619695974e-13,4,3,77,fullM3
4.369837824924616e-13,4,3,78,fullM3
4.440892098500626e-13,4,3,79,fullM3
4.583000645652646e-13,4,3,80,fullM3
4.689582056016661e-13,4,3,81,fullM3
4.831690603168681e-13,4,3,82,fullM3
4.938272013532696e-13,4,3,83,fullM3
5.115907697472721e-13,4,3,84,fullM3
5.311306949806749e-13,4,3,85,fullM3
5.453415496958769e-13,4,3,86,fullM3
5.559996907322784e-13,4,3,87,fullM3
5.702105454474804e-13,4,3,88,fullM3
5.790923296444817e-13,4,3,89,fullM3
5.950795411990839e-13,4,3,90,fullM3
6.092903959142859e-13,4,3,91,fullM3
6.199485369506874e-13,4,3,92,fullM3
6.323830348264892e-13,4,3,93,fullM3
6.465938895416912e-13,4,3,94,fullM3
6.679101716144942e-13,4,3,95,fullM3
6.785683126508957e-13,4,3,96,fullM3
6.981082378842984e-13,4,3,97,fullM3
7.105427357601002e-13,4,3,98,fullM3
7.229772336359019e-13,4,3,99,fullM3
2.4702462297909733e-15,4,4,0,fullM3
4.871103520542874e-15,4,4,1,fullM3
6.300515664747763e-15,4,4,2,fullM3
9.284240043427872e-15,4,4,3,fullM3
1.1102230246251565e-14,4,4,4,fullM3
1.199040866595169e-14,4,4,5,fullM3
1.2656542480726785e-14,4,4,6,fullM3
1.2656542480726785e-14,4,4,7,fullM3
1.7319479184152442e-14,4,4,8,fullM3
1.9761969838327786e-14,4,4,9,fullM3
2.0650148258027912e-14,4,4,10,fullM3
2.7755575615628914e-14,4,4,11,fullM3
2.6423307986078726e-14,4,4,12,fullM3
2.9976021664879227e-14,4,4,13,fullM3
3.752553823233029e-14,4,4,14,fullM3
3.6415315207705135e-14,4,4,15,fullM3
4.3298697960381105e-14,4,4,16,fullM3
4.3076653355456074e-14,4,4,17,fullM3
4.551914400963142e-14,4,4,18,fullM3
5.3290705182007514e-14,4,4,19,fullM3
5.262457136723242e-14,4,4,20,fullM3
5.639932965095795e-14,4,4,21,fullM3
6.59472476627343e-14,4,4,22,fullM3
6.972200594645983e-14,4,4,23,fullM3
6.705747068735946e-14,4,4,24,fullM3
6.816769371198461e-14,4,4,25,fullM3
6.639133687258436e-14,4,4,26,fullM3
6.727951529228449e-14,4,4,27,fullM3
6.861178292183467e-14,4,4,28,fullM3
6.838973831690964e-14,4,4,29,fullM3
6.661338147750939e-14,4,4,30,fullM3
6.283862319378386e-14,4,4,31,fullM3
5.995204332975845e-14,4,4,32,fullM3
5.81756864903582e-14,4,4,33,fullM3
5.573319583618286e-14,4,4,34,fullM3
5.617728504603292e-14,4,4,35,fullM3
5.1514348342607263e-14,4,4,36,fullM3
5.4511950509095186e-14,4,4,37,fullM3
5.828670879282072e-14,4,4,38,fullM3
5.828670879282072e-14,4,4,39,fullM3
6.017408793468348e-14,4,4,40,fullM3
6.461498003318411e-14,4,4,41,fullM3
6.816769371198461e-14,4,4,42,fullM3
6.80566714095221e-14,4,4,43,fullM3
6.961098364399732e-14,4,4,44,fullM3
7.316369732279782e-14,4,4,45,fullM3
7.260858581048524e-14,4,4,46,fullM3
7.022160630754115e-14,4,4,47,fullM3
6.80566714095221e-14,4,4,48,fullM3
6.578071420904053e-14,4,4,49,fullM3
6.356026815979021e-14,4,4,50,fullM3
6.411537967210279e-14,4,4,51,fullM3
5.834221994405198e-14,4,4,52,fullM3
6.235290062051035e-14,4,4,53,fullM3
6.103451077876798e-14,4,4,54,fullM3
6.591949208711867e-14,4,4,55,fullM3
6.639133687258436e-14,4,4,56,fullM3
6.938893903907228e-14,4,4,57,fullM3
7.088774012231625e-14,4,4,58,fullM3
7.76601005725297e-14,4,4,59,fullM3
7.943645741192995e-14,4,4,60,fullM3
8.304468224196171e-14,4,4,61,fullM3
8.260059303211165e-14,4,4,62,fullM3
9.892087149410145e-14,4,4,63,fullM3
9.658940314238862e-14,4,4,64,fullM3
1.0191847366058937e-13,4,4,65,fullM3
1.1024514634527804e-13,4,4,66,fullM3
1.0724754417879012e-13,4,4,67,fullM3
1.1257661469699087e-13,4,4,68,fullM3
1.1457501614131615e-13,4,4,69,fullM3
1.2678746941219288e-13,4,4,70,fullM3
1.1834977442504169e-13,4,4,71,fullM3
1.1590728377086634e-13,4,4,72,fullM3
1.1479706074624119e-13,4,4,73,fullM3
1.2012613126444194e-13,4,4,74,fullM3
1.1435297153639112e-13,4,4,75,fullM3
1.2079226507921703e-13,4,4,76,fullM3
1.199040866595169e-13,4,4,77,fullM3
1.354472090042691e-13,4,4,78,fullM3
1.4432899320127035e-13,4,4,79,fullM3
1.3811174426336947e-13,4,4,80,fullM3
1.5365486660812167e-13,4,4,81,fullM3
1.5187850976872141e-13,4,4,82,fullM3
1.6697754290362354e-13,4,4,83,fullM3
1.6608936448392342e-13,4,4,84,fullM3
1.5365486660812167e-13,4,4,85,fullM3
1.6120438317557273e-13,4,4,86,fullM3
1.745270594710746e-13,4,4,87,fullM3
1.6608936448392342e-13,4,4,88,fullM3
1.6964207816272392e-13,4,4,89,fullM3
1.9095836023552692e-13,4,4,90,fullM3
2.0250467969162855e-13,4,4,91,fullM3
2.1049828546892968e-13,4,4,92,fullM3
2.389199948993337e-13,4,4,93,fullM3
2.3092638912203256e-13,4,4,94,fullM3
2.495781359357352e-13,4,4,95,fullM3
2.717825964282383e-13,4,4,96,fullM3
2.877698079828406e-13,4,4,97,fullM3
2.7977620220553945e-13,4,4,98,fullM3
3.1175062531474396e-13,4,4,99,fullM3
1.304512053934559e-15,5,0,0,fullM3
2.0539125955565396e-15,5,0,1,fullM3
5.218048215738236e-15,5,0,2,fullM3
7.105427357601002e-15,5,0,3,fullM3
1.021405182655144e-14,5,0,4,fullM3
8.770761894538737e-15,5,0,5,fullM3
9.936496070395151e-15,5,0,6,fullM3
1.0436096431476471e-14,5,0,7,fullM3
1.7208456881689926e-14,5,0,8,fullM3
2.4646951146678475e-14,5,0,9,fullM3
3.019806626980426e-14,5,0,10,fullM3
3.3639757646142243e-14,5,0,11,fullM3
4.241051954068098e-14,5,0,12,fullM3
4.8627768478581856e-14,5,0,13,fullM3
5.573319583618286e-14,5,0,14,fullM3
6.217248937900877e-14,5,0,15,fullM3
6.972200594645983e-14,5,0,16,fullM3
7.593925488436071e-14,5,0,17,fullM3
7.838174553853605e-14,5,0,18,fullM3
7.993605777301127e-14,5,0,19,fullM3
8.215650382226158e-14,5,0,20,fullM3
8.482103908136196e-14,5,0,21,fullM3
8.837375276016246e-14,5,0,22,fullM3
9.325873406851315e-14,5,0,23,fullM3
9.459100169806334e-14,5,0,24,fullM3
9.814371537686384e-14,5,0,25,fullM3
9.681144774731365e-14,5,0,26,fullM3
9.547918011776346e-14,5,0,27,fullM3
9.459100169806334e-14,5,0,28,fullM3
9.103828801926284e-14,5,0,29,fullM3
8.348877145181177e-14,5,0,30,fullM3
8.215650382226158e-14,5,0,31,fullM3
7.505107646466058e-14,5,0,32,fullM3
7.238654120556021e-14,5,0,33,fullM3
7.105427357601002e-14,5,0,34,fullM3
6.88338275267597e-14,5,0,35,fullM3
7.593925488436071e-14,5,0,36,fullM3
8.215650382226158e-14,5,0,37,fullM3
8.79296635503124e-14,5,0,38,fullM3
9.370282327836321e-14,5,0,39,fullM3
9.103828801926284e-14,5,0,40,fullM3
8.26561041833429e-14,5,0,41,fullM3
7.654987754790454e-14,5,0,42,fullM3
7.011058400507864e-14,5,0,43,fullM3
6.283862319378386e-14,5,0,44,fullM3
5.5788706987414116e-14,5,0,45,fullM3
5.051514762044462e-14,5,0,46,fullM3
4.3576253716537394e-14,5,0,47,fullM3
3.652633751016765e-14,5,0,48,fullM3
3.0808688933348094e-14,5,0,49,fullM3
2.6201263381153694e-14,5,0,50,fullM3
2.8199664825478976e-14,5,0,51,fullM3
3.219646771412954e-14,5,0,52,fullM3
4.218847493575595e-14,5,0,53,fullM3
5.062616992290714e-14,5,0,54,fullM3
5.684341886080802e-14,5,0,55,fullM3
6.394884621840902e-14,5,0,56,fullM3
6.838973831690964e-14,5,0,57,fullM3
6.483702463810914e-14,5,0,58,fullM3
6.217248937900877e-14,5,0,59,fullM3
6.483702463810914e-14,5,0,60,fullM3
6.572520305780927e-14,5,0,61,fullM3
7.105427357601002e-14,5,0,62,fullM3
7.016609515630989e-14,5,0,63,fullM3
7.638334409421077e-14,5,0,64,fullM3
8.08242361927114e-14,5,0,65,fullM3
8.881784197001252e-14,5,0,66,fullM3
9.769962616701378e-14,5,0,67,fullM3
1.1102230246251565e-13,5,0,68,fullM3
1.163513729807164e-13,5,0,69,fullM3
1.2523315717771766e-13,5,0,70,fullM3
1.270095140171179e-13,5,0,71,fullM3
1.305622276959184e-13,5,0,72,fullM3
1.3322676295501878e-13,5,0,73,fullM3
1.4033219031261979e-13,5,0,74,fullM3
1.2967404927621828e-13,5,0,75,fullM3
1.2434497875801753e-13,5,0,76,fullM3
1.2168044349891716e-13,5,0,77,fullM3
1.234568003383174e-13,5,0,78,fullM3
1.2967404927621828e-13,5,0,79,fullM3
1.438849039914203e-13,5,0,80,fullM3
1.5631940186722204e-13,5,0,81,fullM3
1.7408297026122455e-13,5,0,82,fullM3
1.9539925233402755e-13,5,0,83,fullM3
2.149391775674303e-13,5,0,84,fullM3
2.4868995751603507e-13,5,0,85,fullM3
2.646771690706373e-13,5,0,86,fullM3
2.859934511434403e-13,5,0,87,fullM3
3.232969447708456e-13,5,0,88,fullM3
3.410605131648481e-13,5,0,89,fullM3
3.6060043839825084e-13,5,0,90,fullM3
3.836930773104541e-13,5,0,91,fullM3
4.0678571622265736e-13,5,0,92,fullM3
4.369837824924616e-13,5,0,93,fullM3
4.583000645652646e-13,5,0,94,fullM3
4.849454171562684e-13,5,0,95,fullM3
5.044853423896711e-13,5,0,96,fullM3
5.329070518200751e-13,5,0,97,fullM3
5.719869022868806e-13,5,0,98,fullM3
5.861977570020827e-13,5,0,99,fullM3
8.770761894538737e-15,5,1,0,fullM3
1.2989609388114332e-14,5,1,1,fullM3
1.4876988529977098e-14,5,1,2,fullM3
1.7430501486614958e-14,5,1,3,fullM3
2.042810365310288e-14,5,1,4,fullM3
1.3433698597964394e-14,5,1,5,fullM3
9.492406860545088e-15,5,1,6,fullM3
1.1046719095020308e-14,5,1,7,fullM3
9.492406860545088e-15,5,1,8,fullM3
1.1102230246251565e-14,5,1,9,fullM3
9.880984919163893e-15,5,1,10,fullM3
1.176836406102666e-14,5,1,11,fullM3
1.7208456881689926e-14,5,1,12,fullM3
2.042810365310288e-14,5,1,13,fullM3
2.3092638912203256e-14,5,1,14,fullM3
2.4424906541753444e-14,5,1,15,fullM3
2.930988785010413e-14,5,1,16,fullM3
3.26405569239796e-14,5,1,17,fullM3
4.063416270128073e-14,5,1,18,fullM3
5.062616992290714e-14,5,1,19,fullM3
5.3512749786932545e-14,5,1,20,fullM3
6.261657858885883e-14,5,1,21,fullM3
6.394884621840902e-14,5,1,22,fullM3
7.416289804496046e-14,5,1,23,fullM3
7.860379014346108e-14,5,1,24,fullM3
8.837375276016246e-14,5,1,25,fullM3
9.281464485866309e-14,5,1,26,fullM3
1.0080825063596421e-13,5,1,27,fullM3
1.056932319443149e-13,5,1,28,fullM3
1.0658141036401503e-13,5,1,29,fullM3
1.0125233984581428e-13,5,1,30,fullM3
9.103828801926284e-14,5,1,31,fullM3
8.570921750106208e-14,5,1,32,fullM3
7.061018436615996e-14,5,1,33,fullM3
6.128431095930864e-14,5,1,34,fullM3
5.062616992290714e-14,5,1,35,fullM3
5.806466418789569e-14,5,1,36,fullM3
6.550315845288424e-14,5,1,37,fullM3
6.983302824892235e-14,5,1,38,fullM3
7.538414337204813e-14,5,1,39,fullM3
7.077671781985373e-14,5,1,40,fullM3
7.416289804496046e-14,5,1,41,fullM3
8.43769498715119e-14,5,1,42,fullM3
9.203748874142548e-14,5,1,43,fullM3
1.021405182655144e-13,5,1,44,fullM3
1.0946799022804043e-13,5,1,45,fullM3
1.2012613126444194e-13,5,1,46,fullM3
1.2634338020234281e-13,5,1,47,fullM3
1.2945200467129325e-13,5,1,48,fullM3
1.3322676295501878e-13,5,1,49,fullM3
1.389999226830696e-13,5,1,50,fullM3
1.461053500406706e-13,5,1,51,fullM3
1.474376176702208e-13,5,1,52,fullM3
1.545430450278218e-13,5,1,53,fullM3
1.580957587066223e-13,5,1,54,fullM3
1.6475709685437323e-13,5,1,55,fullM3
1.723066134218243e-13,5,1,56,fullM3
1.7541523789077473e-13,5,1,57,fullM3
1.7674750552032492e-13,5,1,58,fullM3
1.7630341631047486e-13,5,1,59,fullM3
1.7408297026122455e-13,5,1,60,fullM3
1.687538997430238e-13,5,1,61,fullM3
1.7408297026122455e-13,5,1,62,fullM3
1.8740564655672642e-13,5,1,63,fullM3
2.007283228522283e-13,5,1,64,fullM3
2.0694557179012918e-13,5,1,65,fullM3
2.184918912462308e-13,5,1,66,fullM3
2.353672812205332e-13,5,1,67,fullM3
2.504663143554353e-13,5,1,68,fullM3
2.6201263381153694e-13,5,1,69,fullM3
2.859934511434403e-13,5,1,70,fullM3
3.028688411177427e-13,5,1,71,fullM3
3.2507330161024584e-13,5,1,72,fullM3
3.517186542012496e-13,5,1,73,fullM3
3.739231146937527e-13,5,1,74,fullM3
3.863576125695545e-13,5,1,75,fullM3
4.050093593832571e-13,5,1,76,fullM3
4.227729277772596e-13,5,1,77,fullM3
4.476419235288631e-13,5,1,78,fullM3
4.600764214046649e-13,5,1,79,fullM3
4.671818487622659e-13,5,1,80,fullM3
4.671818487622659e-13,5,1,81,fullM3
4.742872761198669e-13,5,1,82,fullM3
4.796163466380676e-13,5,1,83,fullM3
4.956035581926699e-13,5,1,84,fullM3
5.062616992290714e-13,5,1,85,fullM3
5.169198402654729e-13,5,1,86,fullM3
5.258016244624741e-13,5,1,87,fullM3
5.346834086594754e-13,5,1,88,fullM3
5.400124791776761e-13,5,1,89,fullM3
5.471179065352771e-13,5,1,90,fullM3
5.666578317686799e-13,5,1,91,fullM3
5.773159728050814e-13,5,1,92,fullM3
6.039613253960852e-13,5,1,93,fullM3
6.252776074688882e-13,5,1,94,fullM3
6.572520305780927e-13,5,1,95,fullM3
6.821210263296962e-13,5,1,96,fullM3
7.069900220812997e-13,5,1,97,fullM3
7.247535904753022e-13,5,1,98,fullM3
7.460698725481052e-13,5,1,99,fullM3
1.609823385706477e-15,5,2,0,fullM3
4.593547764386585e-15,5,2,1,fullM3
5.717648576819556e-15,5,2,2,fullM3
7.94850296692573e-15,5,2,3,fullM3
9.891393260019754e-15,5,2,4,fullM3
8.43769498715119e-15,5,2,5,fullM3
9.103828801926284e-15,5,2,6,fullM3
9.381384558082573e-15,5,2,7,fullM3
1.1435297153639112e-14,5,2,8,fullM3
1.176836406102666e-14,5,2,9,fullM3
1.2545520178264269e-14,5,2,10,fullM3
1.7541523789077473e-14,5,2,11,fullM3
2.120525977034049e-14,5,2,12,fullM3
2.375877272697835e-14,5,2,13,fullM3
2.930988785010413e-14,5,2,14,fullM3
3.042011087472929e-14,5,2,15,fullM3
3.197442310920451e-14,5,2,16,fullM3
3.597122599785507e-14,5,2,17,fullM3
3.752553823233029e-14,5,2,18,fullM3
3.774758283725532e-14,5,2,19,fullM3
3.7969627442180354e-14,5,2,20,fullM3
3.7969627442180354e-14,5,2,21,fullM3
3.930189507173054e-14,5,2,22,fullM3
4.085620730620576e-14,5,2,23,fullM3
4.3076653355456074e-14,5,2,24,fullM3
4.574118861455645e-14,5,2,25,fullM3
4.929390229335695e-14,5,2,26,fullM3
5.240252676230739e-14,5,2,27,fullM3
5.639932965095795e-14,5,2,28,fullM3
5.773159728050814e-14,5,2,29,fullM3
5.46229728115577e-14,5,2,30,fullM3
5.3734794391857577e-14,5,2,31,fullM3
5.1514348342607263e-14,5,2,32,fullM3
5.10702591327572e-14,5,2,33,fullM3
4.984901380566953e-14,5,2,34,fullM3
5.2235993308613615e-14,5,2,35,fullM3
5.262457136723242e-14,5,2,36,fullM3
5.773159728050814e-14,5,2,37,fullM3
6.217248937900877e-14,5,2,38,fullM3
6.483702463810914e-14,5,2,39,fullM3
6.394884621840902e-14,5,2,40,fullM3
6.394884621840902e-14,5,2,41,fullM3
6.483702463810914e-14,5,2,42,fullM3
6.483702463810914e-14,5,2,43,fullM3
6.084022174945858e-14,5,2,44,fullM3
6.217248937900877e-14,5,2,45,fullM3
6.039613253960852e-14,5,2,46,fullM3
6.306066779870889e-14,5,2,47,fullM3
6.783462680459706e-14,5,2,48,fullM3
6.683542608243442e-14,5,2,49,fullM3
7.127631818093505e-14,5,2,50,fullM3
7.216449660063518e-14,5,2,51,fullM3
6.972200594645983e-14,5,2,52,fullM3
6.483702463810914e-14,5,2,53,fullM3
6.372680161348399e-14,5,2,54,fullM3
5.88418203051333e-14,5,2,55,fullM3
5.906386491005833e-14,5,2,56,fullM3
5.684341886080802e-14,5,2,57,fullM3
6.261657858885883e-14,5,2,58,fullM3
6.483702463810914e-14,5,2,59,fullM3
6.661338147750939e-14,5,2,60,fullM3
7.194245199571014e-14,5,2,61,fullM3
7.460698725481052e-14,5,2,62,fullM3
8.43769498715119e-14,5,2,63,fullM3
8.881784197001252e-14,5,2,64,fullM3
9.237055564881302e-14,5,2,65,fullM3
9.85878045867139e-14,5,2,66,fullM3
1.0391687510491465e-13,5,2,67,fullM3
1.0302869668521453e-13,5,2,68,fullM3
1.0658141036401503e-13,5,2,69,fullM3
1.092459456231154e-13,5,2,70,fullM3
1.1191048088221578e-13,5,2,71,fullM3
1.1546319456101628e-13,5,2,72,fullM3
1.1546319456101628e-13,5,2,73,fullM3
1.1679546219056647e-13,5,2,74,fullM3
1.2390088954816747e-13,5,2,75,fullM3
1.2789769243681803e-13,5,2,76,fullM3
1.354472090042691e-13,5,2,77,fullM3
1.4210854715202004e-13,5,2,78,fullM3
1.4033219031261979e-13,5,2,79,fullM3
1.5276668818842154e-13,5,2,80,fullM3
1.5365486660812167e-13,5,2,81,fullM3
1.5631940186722204e-13,5,2,82,fullM3
1.6342482922482304e-13,5,2,83,fullM3
1.616484723854228e-13,5,2,84,fullM3
1.687538997430238e-13,5,2,85,fullM3
1.7763568394002505e-13,5,2,86,fullM3
1.8118839761882555e-13,5,2,87,fullM3
1.8474111129762605e-13,5,2,88,fullM3
1.8474111129762605e-13,5,2,89,fullM3
1.9184653865522705e-13,5,2,90,fullM3
1.9184653865522705e-13,5,2,91,fullM3
2.0605739337042905e-13,5,2,92,fullM3
2.0605739337042905e-13,5,2,93,fullM3
2.0961010704922955e-13,5,2,94,fullM3
2.1671553440683056e-13,5,2,95,fullM3
2.1316282072803006e-13,5,2,96,fullM3
2.2382096176443156e-13,5,2,97,fullM3
2.3803181647963356e-13,5,2,98,fullM3
2.3803181647963356e-13,5,2,99,fullM3
9.658940314238862e-15,5,3,0,fullM3
1.1962653090336062e-14,5,3,1,fullM3
1.5487611193520934e-14,5,3,2,fullM3
1.634803403760543e-14,5,3,3,fullM3
1.9206858326015208e-14,5,3,4,fullM3
1.4099832412739488e-14,5,3,5,fullM3
1.1102230246251565e-14,5,3,6,fullM3
5.412337245047638e-15,5,3,7,fullM3
6.411537967210279e-15,5,3,8,fullM3
6.661338147750939e-15,5,3,9,fullM3
8.881784197001252e-15,5,3,10,fullM3
9.992007221626409e-15,5,3,11,fullM3
1.4210854715202004e-14,5,3,12,fullM3
1.6209256159527285e-14,5,3,13,fullM3
2.1316282072803006e-14,5,3,14,fullM3
2.5979218776228663e-14,5,3,15,fullM3
3.086420008457935e-14,5,3,16,fullM3
3.4861002973229915e-14,5,3,17,fullM3
3.086420008457935e-14,5,3,18,fullM3
2.5757174171303632e-14,5,3,19,fullM3
3.375077994860476e-14,5,3,20,fullM3
4.3076653355456074e-14,5,3,21,fullM3
4.929390229335695e-14,5,3,22,fullM3
5.773159728050814e-14,5,3,23,fullM3
6.838973831690964e-14,5,3,24,fullM3
7.904787935331115e-14,5,3,25,fullM3
8.526512829121202e-14,5,3,26,fullM3
9.414691248821327e-14,5,3,27,fullM3
9.947598300641403e-14,5,3,28,fullM3
1.0125233984581428e-13,5,3,29,fullM3
1.0658141036401503e-13,5,3,30,fullM3
1.0480505352461478e-13,5,3,31,fullM3
1.0302869668521453e-13,5,3,32,fullM3
1.0302869668521453e-13,5,3,33,fullM3
1.0480505352461478e-13,5,3,34,fullM3
1.0658141036401503e-13,5,3,35,fullM3
1.1013412404281553e-13,5,3,36,fullM3
1.1812772982011666e-13,5,3,37,fullM3
1.2256862191861728e-13,5,3,38,fullM3
1.270095140171179e-13,5,3,39,fullM3
1.4033219031261979e-13,5,3,40,fullM3
1.4921397450962104e-13,5,3,41,fullM3
1.616484723854228e-13,5,3,42,fullM3
1.6697754290362354e-13,5,3,43,fullM3
1.7408297026122455e-13,5,3,44,fullM3
1.8474111129762605e-13,5,3,45,fullM3
1.971756091734278e-13,5,3,46,fullM3
2.042810365310288e-13,5,3,47,fullM3
2.184918912462308e-13,5,3,48,fullM3
2.3092638912203256e-13,5,3,49,fullM3
2.4513724383723456e-13,5,3,50,fullM3
2.504663143554353e-13,5,3,51,fullM3
2.575717417130363e-13,5,3,52,fullM3
2.575717417130363e-13,5,3,53,fullM3
2.6645352591003757e-13,5,3,54,fullM3
2.611244553918368e-13,5,3,55,fullM3
2.7000623958883807e-13,5,3,56,fullM3
2.717825964282383e-13,5,3,57,fullM3
2.877698079828406e-13,5,3,58,fullM3
2.948752353404416e-13,5,3,59,fullM3
3.197442310920451e-13,5,3,60,fullM3
3.3217872896784684e-13,5,3,61,fullM3
3.3928415632544784e-13,5,3,62,fullM3
3.4994229736184934e-13,5,3,63,fullM3
3.5349501104064984e-13,5,3,64,fullM3
3.5704772471945034e-13,5,3,65,fullM3
3.694822225952521e-13,5,3,66,fullM3
3.7481129311345285e-13,5,3,67,fullM3
3.836930773104541e-13,5,3,68,fullM3
3.943512183468556e-13,5,3,69,fullM3
4.156675004196586e-13,5,3,70,fullM3
4.263256414560601e-13,5,3,71,fullM3
4.583000645652646e-13,5,3,72,fullM3
4.618527782440651e-13,5,3,73,fullM3
4.796163466380676e-13,5,3,74,fullM3
4.973799150320701e-13,5,3,75,fullM3
5.186961971048731e-13,5,3,76,fullM3
5.258016244624741e-13,5,3,77,fullM3
5.542233338928781e-13,5,3,78,fullM3
5.790923296444817e-13,5,3,79,fullM3
6.110667527536862e-13,5,3,80,fullM3
6.394884621840902e-13,5,3,81,fullM3
6.892264536872972e-13,5,3,82,fullM3
7.283063041541027e-13,5,3,83,fullM3
7.602807272633072e-13,5,3,84,fullM3
7.993605777301127e-13,5,3,85,fullM3
8.455458555545192e-13,5,3,86,fullM3
8.952838470577262e-13,5,3,87,fullM3
9.201528428093297e-13,5,3,88,fullM3
9.592326932761353e-13,5,3,89,fullM3
1.0018652574217413e-12,5,3,90,fullM3
1.0444978215673473e-12,5,3,91,fullM3
1.0800249583553523e-12,5,3,92,fullM3
1.1084466677857563e-12,5,3,93,fullM3
1.1297629498585593e-12,5,3,94,fullM3
1.1795009413617663e-12,5,3,95,fullM3
1.2363443602225743e-12,5,3,96,fullM3
1.2718714970105793e-12,5,3,97,fullM3
1.3287149158713873e-12,5,3,98,fullM3
1.3642420526593924e-12,5,3,99,fullM3
1.519617764955683e-15,5,4,0,fullM3
1.2906342661267445e-15,5,4,1,fullM3
3.497202527569243e-15,5,4,2,fullM3
4.496403249731884e-15,5,4,3,fullM3
5.88418203051333e-15,5,4,4,fullM3
5.9119376061289586e-15,5,4,5,fullM3
5.440092820663267e-15,5,4,6,fullM3
7.965850201685498e-15,5,4,7,fullM3
6.716849298982197e-15,5,4,8,fullM3
7.743805596760467e-15,5,4,9,fullM3
9.658940314238862e-15,5,4,10,fullM3
9.658940314238862e-15,5,4,11,fullM3
1.1213252548714081e-14,5,4,12,fullM3
1.429412144204889e-14,5,4,13,fullM3
1.5681900222830336e-14,5,4,14,fullM3
1.887379141862766e-14,5,4,15,fullM3
1.815214645262131e-14,5,4,16,fullM3
2.3814283878209608e-14,5,4,17,fullM3
2.3314683517128287e-14,5,4,18,fullM3
2.731148640577885e-14,5,4,19,fullM3
2.892130979148533e-14,5,4,20,fullM3
2.8199664825478976e-14,5,4,21,fullM3
2.958744360626042e-14,5,4,22,fullM3
2.986499936241671e-14,5,4,23,fullM3
3.175237850427948e-14,5,4,24,fullM3
3.4861002973229915e-14,5,4,25,fullM3
3.6193270602780103e-14,5,4,26,fullM3
3.6193270602780103e-14,5,4,27,fullM3
3.730349362740526e-14,5,4,28,fullM3
3.652633751016765e-14,5,4,29,fullM3
3.863576125695545e-14,5,4,30,fullM3
3.907985046680551e-14,5,4,31,fullM3
3.9190872769268026e-14,5,4,32,fullM3
3.941291737419306e-14,5,4,33,fullM3
3.730349362740526e-14,5,4,34,fullM3
3.519406988061746e-14,5,4,35,fullM3
3.597122599785507e-14,5,4,36,fullM3
3.275157922644212e-14,5,4,37,fullM3
2.8754776337791554e-14,5,4,38,fullM3
2.842170943040401e-14,5,4,39,fullM3
2.6922908347160046e-14,5,4,40,fullM3
2.708944180085382e-14,5,4,41,fullM3
2.453592884421596e-14,5,4,42,fullM3
2.0372592501871623e-14,5,4,43,fullM3
1.892930256985892e-14,5,4,44,fullM3
1.2490009027033011e-14,5,4,45,fullM3
1.6986412276764895e-14,5,4,46,fullM3
1.5265566588595902e-14,5,4,47,fullM3
1.8207657603852567e-14,5,4,48,fullM3
2.1760371282653068e-14,5,4,49,fullM3
2.6645352591003757e-14,5,4,50,fullM3
2.7977620220553945e-14,5,4,51,fullM3
3.019806626980426e-14,5,4,52,fullM3
3.3306690738754696e-14,5,4,53,fullM3
3.597122599785507e-14,5,4,54,fullM3
3.68594044175552e-14,5,4,55,fullM3
3.907985046680551e-14,5,4,56,fullM3
4.04121180963557e-14,5,4,57,fullM3
4.39648317751562e-14,5,4,58,fullM3
4.796163466380676e-14,5,4,59,fullM3
5.062616992290714e-14,5,4,60,fullM3
5.240252676230739e-14,5,4,61,fullM3
5.3290705182007514e-14,5,4,62,fullM3
5.906386491005833e-14,5,4,63,fullM3
5.3734794391857577e-14,5,4,64,fullM3
5.861977570020827e-14,5,4,65,fullM3
5.861977570020827e-14,5,4,66,fullM3
5.773159728050814e-14,5,4,67,fullM3
5.3290705182007514e-14,5,4,68,fullM3
5.1514348342607263e-14,5,4,69,fullM3
4.973799150320701e-14,5,4,70,fullM3
5.240252676230739e-14,5,4,71,fullM3
5.3290705182007514e-14,5,4,72,fullM3
5.551115123125783e-14,5,4,73,fullM3
